,Model,Train,Question ID,Correct,Source,Topic,Labels,Case Study,Test Question,Num Choices,Num Correct,APDVS,CC1
3959,FreedomIntelligence/Apollo-0.5B,RAG_500,20,0,racs,other,None,0,0,4,2,0,0
3960,FreedomIntelligence/Apollo-0.5B,RAG_500,49.3,0,case_studies,venuous disease,None,0,0,5,2,0,0
3961,FreedomIntelligence/Apollo-0.5B,RAG_500,393,0,apdvs,venuous disease,None,0,0,4,1,1,1
3962,FreedomIntelligence/Apollo-0.5B,RAG_500,38,0,racs,venuous disease,None,0,0,4,3,0,0
3963,FreedomIntelligence/Apollo-0.5B,RAG_500,56.3,0,case_studies,carotid disorders,None,1,0,5,1,0,1
3964,FreedomIntelligence/Apollo-0.5B,RAG_500,47.3,0,case_studies,venuous disease,None,1,1,4,4,0,0
3965,FreedomIntelligence/Apollo-0.5B,RAG_500,41.ten,1,case_studies,aortic disorders,None,1,0,5,1,0,1
3966,FreedomIntelligence/Apollo-0.5B,RAG_500,14,0,racs,other,None,0,0,4,1,0,1
3967,FreedomIntelligence/Apollo-0.5B,RAG_500,425,0,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
3968,FreedomIntelligence/Apollo-0.5B,RAG_500,14.5,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
3969,FreedomIntelligence/Apollo-0.5B,RAG_500,90,0,prep,other,None,1,0,4,1,0,1
3970,FreedomIntelligence/Apollo-0.5B,RAG_500,387,1,apdvs,lower extremity arterial disease,None,0,0,4,1,1,1
3971,FreedomIntelligence/Apollo-0.5B,RAG_500,23.2,0,case_studies,lower extremity arterial disease,None,1,1,5,5,0,0
3972,FreedomIntelligence/Apollo-0.5B,RAG_500,47.4,0,case_studies,venuous disease,None,0,0,4,4,0,0
3973,FreedomIntelligence/Apollo-0.5B,RAG_500,31.5,0,case_studies,aortic disorders,None,0,0,4,4,0,0
3974,FreedomIntelligence/Apollo-0.5B,RAG_500,54.4.,0,case_studies,venuous disease,None,1,0,4,2,0,0
3975,FreedomIntelligence/Apollo-0.5B,RAG_500,7b,0,apdvs,lower extremity arterial disease, sq,1,0,4,1,1,1
3976,FreedomIntelligence/Apollo-0.5B,RAG_500,38.2,0,case_studies,venuous disease,None,0,0,8,7,0,0
3977,FreedomIntelligence/Apollo-0.5B,RAG_500,15.6,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3978,FreedomIntelligence/Apollo-0.5B,RAG_500,385,0,apdvs,lower extremity arterial disease,None,0,1,5,1,1,1
3979,FreedomIntelligence/Apollo-0.5B,RAG_500,40.5,0,case_studies,carotid disorders,None,1,1,5,3,0,0
3980,FreedomIntelligence/Apollo-0.5B,RAG_500,77,0,prep,lower extremity arterial disease,None,1,0,4,1,0,1
3981,FreedomIntelligence/Apollo-0.5B,RAG_500,1b,1,apdvs,carotid disorders, sq,1,0,5,1,1,1
3982,FreedomIntelligence/Apollo-0.5B,RAG_500,418,0,case_studies,aortic disorders,None,0,1,4,1,0,1
3983,FreedomIntelligence/Apollo-0.5B,RAG_500,375,1,apdvs,aortic disorders,None,1,0,5,1,1,1
3984,FreedomIntelligence/Apollo-0.5B,RAG_500,19.1,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3985,FreedomIntelligence/Apollo-0.5B,RAG_500,47.1,0,case_studies,venuous disease,None,0,0,4,1,0,1
3986,FreedomIntelligence/Apollo-0.5B,RAG_500,4b,1,apdvs,lower extremity arterial disease, sq,1,1,4,1,1,1
3987,FreedomIntelligence/Apollo-0.5B,RAG_500,32.8,0,case_studies,aortic disorders,None,0,1,5,1,0,1
3988,FreedomIntelligence/Apollo-0.5B,RAG_500,26.8,0,case_studies,lower extremity arterial disease,None,0,0,6,5,0,0
3989,FreedomIntelligence/Apollo-0.5B,RAG_500,24.2,0,case_studies,lower extremity arterial disease,None,0,1,5,5,0,0
3990,FreedomIntelligence/Apollo-0.5B,RAG_500,21,0,racs,aortic disorders,None,0,1,4,1,0,1
3991,FreedomIntelligence/Apollo-0.5B,RAG_500,15.4,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3992,FreedomIntelligence/Apollo-0.5B,RAG_500,53.2,0,case_studies,venuous disease,None,0,0,4,1,0,1
3993,FreedomIntelligence/Apollo-0.5B,RAG_500,36.2,0,case_studies,carotid disorders,None,0,0,5,2,0,0
3994,FreedomIntelligence/Apollo-0.5B,RAG_500,2a,1,apdvs,carotid disorders, lq,0,0,4,1,1,1
3995,FreedomIntelligence/Apollo-0.5B,RAG_500,49.9,0,case_studies,venuous disease,None,0,0,4,3,0,0
3996,FreedomIntelligence/Apollo-0.5B,RAG_500,35.3,0,case_studies,carotid disorders,None,1,0,5,1,0,1
3997,FreedomIntelligence/Apollo-0.5B,RAG_500,43.1,0,case_studies,aortic disorders,None,1,1,5,1,0,1
3998,FreedomIntelligence/Apollo-0.5B,RAG_500,30.5,0,case_studies,aortic disorders,None,1,1,4,1,0,1
3999,FreedomIntelligence/Apollo-0.5B,RAG_500,414,0,case_studies,aortic disorders,None,0,1,5,1,0,1
4000,FreedomIntelligence/Apollo-0.5B,RAG_500,18.3,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
4001,FreedomIntelligence/Apollo-0.5B,RAG_500,421,0,case_studies,aortic disorders,None,0,0,5,3,0,0
4002,FreedomIntelligence/Apollo-0.5B,RAG_500,44.2,0,case_studies,lower extremity arterial disease,None,0,1,4,2,0,0
4003,FreedomIntelligence/Apollo-0.5B,RAG_500,413,0,case_studies,aortic disorders,None,1,1,5,1,0,1
4004,FreedomIntelligence/Apollo-0.5B,RAG_500,63,0,racs,aortic disorders,None,0,0,4,2,0,0
4005,FreedomIntelligence/Apollo-0.5B,RAG_500,57,0,racs,other,None,0,0,4,3,0,0
4006,FreedomIntelligence/Apollo-0.5B,RAG_500,368,0,apdvs,carotid disorders,None,1,0,5,1,1,1
4007,FreedomIntelligence/Apollo-0.5B,RAG_500,49.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
4008,FreedomIntelligence/Apollo-0.5B,RAG_500,43.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
4009,FreedomIntelligence/Apollo-0.5B,RAG_500,36.1,0,case_studies,aortic disorders,None,1,0,5,2,0,0
4010,FreedomIntelligence/Apollo-0.5B,RAG_500,37,0,racs,lower extremity arterial disease,None,0,1,4,3,0,0
4011,FreedomIntelligence/Apollo-0.5B,RAG_500,424,0,case_studies,aortic disorders,None,0,1,4,1,0,1
4012,FreedomIntelligence/Apollo-0.5B,RAG_500,31.1,0,case_studies,aortic disorders,None,1,0,4,2,0,0
4013,FreedomIntelligence/Apollo-0.5B,RAG_500,445,0,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
4014,FreedomIntelligence/Apollo-0.5B,RAG_500,443,0,case_studies,venuous disease,None,0,0,5,1,0,1
4015,FreedomIntelligence/Apollo-0.5B,RAG_500,50.4,0,case_studies,venuous disease,None,0,0,5,3,0,0
4016,FreedomIntelligence/Apollo-0.5B,RAG_500,22.3,0,case_studies,lower extremity arterial disease,None,0,0,4,2,0,0
4017,FreedomIntelligence/Apollo-0.5B,RAG_500,30.4,0,case_studies,aortic disorders,None,0,1,5,2,0,0
4018,FreedomIntelligence/Apollo-0.5B,RAG_500,416,0,case_studies,aortic disorders,None,1,0,4,1,0,1
4019,FreedomIntelligence/Apollo-0.5B,RAG_500,50.1,0,case_studies,venuous disease,None,0,1,5,1,0,1
4020,FreedomIntelligence/Apollo-0.5B,RAG_500,49.7,0,case_studies,venuous disease,None,0,0,4,2,0,0
4021,FreedomIntelligence/Apollo-0.5B,RAG_500,6a,0,apdvs,carotid disorders, lq,1,1,5,1,1,1
4022,FreedomIntelligence/Apollo-0.5B,RAG_500,39,0,racs,venuous disease,None,0,0,4,2,0,0
4023,FreedomIntelligence/Apollo-0.5B,RAG_500,47.7,1,case_studies,venuous disease,None,1,0,4,1,0,1
4024,FreedomIntelligence/Apollo-0.5B,RAG_500,30.2,0,case_studies,lower extremity arterial disease,None,1,0,5,3,0,0
4025,FreedomIntelligence/Apollo-0.5B,RAG_500,54.5,0,case_studies,venuous disease,None,1,0,5,2,0,0
4026,FreedomIntelligence/Apollo-0.5B,RAG_500,47.6,0,case_studies,venuous disease,None,1,0,4,1,0,1
4027,FreedomIntelligence/Apollo-0.5B,RAG_500,31,0,racs,other,None,0,1,4,3,0,0
4028,FreedomIntelligence/Apollo-0.5B,RAG_500,71,0,abvm,aortic disorders,None,0,0,4,1,0,1
4029,FreedomIntelligence/Apollo-0.5B,RAG_500,52.5,0,case_studies,venuous disease,None,1,0,5,2,0,0
4030,FreedomIntelligence/Apollo-0.5B,RAG_500,436,0,case_studies,aortic disorders,None,1,1,5,1,0,1
4031,FreedomIntelligence/Apollo-0.5B,RAG_500,54.9,0,case_studies,venuous disease,None,1,0,5,3,0,0
4032,FreedomIntelligence/Apollo-0.5B,RAG_500,51,0,racs,aortic disorders,None,0,0,4,4,0,0
4033,FreedomIntelligence/Apollo-0.5B,RAG_500,15.3,0,case_studies,aortic disorders,None,0,1,5,2,0,0
4034,FreedomIntelligence/Apollo-0.5B,RAG_500,44.4,0,case_studies,lower extremity arterial disease,None,0,0,5,2,0,0
4035,FreedomIntelligence/Apollo-0.5B,RAG_500,24.4,0,case_studies,lower extremity arterial disease,None,0,0,5,5,0,0
4036,FreedomIntelligence/Apollo-0.5B,RAG_500,46.4,0,case_studies,other,None,1,0,5,1,0,1
4037,FreedomIntelligence/Apollo-0.5B,RAG_500,43.8,0,case_studies,venuous disease,None,1,1,5,1,0,1
4038,FreedomIntelligence/Apollo-0.5B,RAG_500,377,0,apdvs,carotid disorders,None,1,0,5,1,1,1
4039,FreedomIntelligence/Apollo-0.5B,RAG_500,442,0,case_studies,venuous disease,None,0,0,4,2,0,0
4040,FreedomIntelligence/Apollo-0.5B,RAG_500,36.4,1,case_studies,carotid disorders,None,0,1,3,1,0,1
4041,FreedomIntelligence/Apollo-0.5B,RAG_500,45.4,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
4042,FreedomIntelligence/Apollo-0.5B,RAG_500,23.4,0,case_studies,lower extremity arterial disease,None,1,0,3,1,0,1
4043,FreedomIntelligence/Apollo-0.5B,RAG_500,12,0,racs,other,None,0,1,4,2,0,0
4044,FreedomIntelligence/Apollo-0.5B,RAG_500,57.5,0,case_studies,venuous disease,None,0,0,3,2,0,0
4045,FreedomIntelligence/Apollo-0.5B,RAG_500,41.5,1,case_studies,aortic disorders,None,1,0,5,1,0,1
4046,FreedomIntelligence/Apollo-0.5B,RAG_500,38.6,0,case_studies,other,None,0,0,5,1,0,1
4047,FreedomIntelligence/Apollo-0.5B,RAG_500,25,0,racs,venuous disease,None,0,1,4,2,0,0
4048,FreedomIntelligence/Apollo-0.5B,RAG_500,48.6,0,case_studies,venuous disease,None,0,0,5,3,0,0
4049,FreedomIntelligence/Apollo-0.5B,RAG_500,43.7,0,case_studies,venuous disease,None,1,0,5,1,0,1
4050,FreedomIntelligence/Apollo-0.5B,RAG_500,26.2,0,case_studies,aortic disorders,None,1,0,6,5,0,0
4051,FreedomIntelligence/Apollo-0.5B,RAG_500,52.1,0,case_studies,venuous disease,None,1,0,5,2,0,0
4052,FreedomIntelligence/Apollo-0.5B,RAG_500,52.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
4053,FreedomIntelligence/Apollo-0.5B,RAG_500,68,0,abvm,lower extremity arterial disease,None,0,0,4,3,0,0
4054,FreedomIntelligence/Apollo-0.5B,RAG_500,42,0,racs,other,None,0,0,4,3,0,0
4055,FreedomIntelligence/Apollo-0.5B,RAG_500,31.4,0,case_studies,aortic disorders,None,1,1,4,2,0,0
4056,FreedomIntelligence/Apollo-0.5B,RAG_500,54.11,1,case_studies,venuous disease,None,1,0,4,1,0,1
4057,FreedomIntelligence/Apollo-0.5B,RAG_500,45.7,0,case_studies,lower extremity arterial disease,None,0,0,6,4,0,0
4058,FreedomIntelligence/Apollo-0.5B,RAG_500,50.9,0,case_studies,venuous disease,None,0,0,5,5,0,0
4059,FreedomIntelligence/Apollo-0.5B,RAG_500,412,0,case_studies,aortic disorders,None,0,0,4,1,0,1
4060,FreedomIntelligence/Apollo-0.5B,RAG_500,45.3,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
4061,FreedomIntelligence/Apollo-0.5B,RAG_500,28.3,0,case_studies,aortic disorders,None,1,0,4,4,0,0
4062,FreedomIntelligence/Apollo-0.5B,RAG_500,15,0,racs,other,None,0,1,4,3,0,0
4063,FreedomIntelligence/Apollo-0.5B,RAG_500,56.5,1,case_studies,venuous disease,None,0,0,5,1,0,1
4064,FreedomIntelligence/Apollo-0.5B,RAG_500,29.3,0,case_studies,other,None,0,0,5,2,0,0
4065,FreedomIntelligence/Apollo-0.5B,RAG_500,40.2,0,case_studies,venuous disease,None,1,0,5,4,0,0
4066,FreedomIntelligence/Apollo-0.5B,RAG_500,41.1,0,case_studies,aortic disorders,None,1,0,5,2,0,0
4067,FreedomIntelligence/Apollo-0.5B,RAG_500,36.5,0,case_studies,aortic disorders,None,0,1,3,2,0,0
4068,FreedomIntelligence/Apollo-0.5B,RAG_500,14.2,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
4069,FreedomIntelligence/Apollo-0.5B,RAG_500,62,0,racs,aortic disorders,None,0,0,4,2,0,0
4070,FreedomIntelligence/Apollo-0.5B,RAG_500,48,0,racs,other,None,0,0,4,2,0,0
4071,FreedomIntelligence/Apollo-0.5B,RAG_500,33.1,0,case_studies,venuous disease,None,1,0,4,1,0,1
4072,FreedomIntelligence/Apollo-0.5B,RAG_500,34.6,0,case_studies,carotid disorders,None,1,0,4,1,0,1
4073,FreedomIntelligence/Apollo-0.5B,RAG_500,18.9,1,case_studies,aortic disorders,None,1,0,5,1,0,1
4074,FreedomIntelligence/Apollo-0.5B,RAG_500,14.3,0,case_studies,lower extremity arterial disease,None,0,0,4,2,0,0
4075,FreedomIntelligence/Apollo-0.5B,RAG_500,410,0,case_studies,endovascular surgery,None,0,1,5,1,0,1
4076,FreedomIntelligence/Apollo-0.5B,RAG_500,43.2,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
4077,FreedomIntelligence/Apollo-0.5B,RAG_500,4a,1,apdvs,lower extremity arterial disease, lq,1,1,4,1,1,1
4078,FreedomIntelligence/Apollo-0.5B,RAG_500,371,0,apdvs,carotid disorders,None,1,1,5,1,1,1
4079,FreedomIntelligence/Apollo-0.5B,RAG_500,5b,0,apdvs,lower extremity arterial disease, sq,1,0,4,1,1,1
4080,FreedomIntelligence/Apollo-0.5B,RAG_500,65,0,racs,aortic disorders,None,0,0,4,3,0,0
4081,FreedomIntelligence/Apollo-0.5B,RAG_500,49.8,0,case_studies,venuous disease,None,0,0,4,1,0,1
4082,FreedomIntelligence/Apollo-0.5B,RAG_500,10b,0,apdvs,lower extremity arterial disease, sq,1,0,4,1,1,1
4083,FreedomIntelligence/Apollo-0.5B,RAG_500,38.8,0,case_studies,other,None,0,0,5,1,0,1
4084,FreedomIntelligence/Apollo-0.5B,RAG_500,3a,0,apdvs,lower extremity arterial disease, lq,0,0,5,1,1,1
4085,FreedomIntelligence/Apollo-0.5B,RAG_500,46.1,1,case_studies,other,None,1,0,4,1,0,1
4086,FreedomIntelligence/Apollo-0.5B,RAG_500,41.6,0,case_studies,aortic disorders,None,1,0,6,4,0,0
4087,FreedomIntelligence/Apollo-0.5B,RAG_500,33.3,0,case_studies,lower extremity arterial disease,None,0,0,5,5,0,0
4088,FreedomIntelligence/Apollo-0.5B,RAG_500,56.7,0,case_studies,venuous disease,None,1,0,5,1,0,1
4089,FreedomIntelligence/Apollo-0.5B,RAG_500,435,0,case_studies,aortic disorders,None,0,0,5,2,0,0
4090,FreedomIntelligence/Apollo-0.5B,RAG_500,3ca,1,apdvs,lower extremity arterial disease, sq,1,0,5,1,1,1
4091,FreedomIntelligence/Apollo-0.5B,RAG_500,34.2,1,case_studies,lower extremity arterial disease,None,1,0,3,1,0,1
4092,FreedomIntelligence/Apollo-0.5B,RAG_500,426,0,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
4093,FreedomIntelligence/Apollo-0.5B,RAG_500,386,1,apdvs,lower extremity arterial disease,None,1,1,5,1,1,1
4094,FreedomIntelligence/Apollo-0.5B,RAG_500,430,0,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
4095,FreedomIntelligence/Apollo-0.5B,RAG_500,48.3,0,case_studies,aortic disorders,None,0,1,4,1,0,1
4096,FreedomIntelligence/Apollo-0.5B,RAG_500,43.3,0,case_studies,venuous disease,None,1,0,7,1,0,1
4097,FreedomIntelligence/Apollo-0.5B,RAG_500,82,0,prep,venuous disease,None,1,0,4,1,0,1
4098,FreedomIntelligence/Apollo-0.5B,RAG_500,16.3,0,case_studies,aortic disorders,None,1,0,4,1,0,1
4099,FreedomIntelligence/Apollo-0.5B,RAG_500,21.2,0,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
4100,FreedomIntelligence/Apollo-0.5B,RAG_500,46.7,0,case_studies,venuous disease,None,0,1,5,1,0,1
4101,FreedomIntelligence/Apollo-0.5B,RAG_500,46.6,0,case_studies,venuous disease,None,0,0,5,1,0,1
4102,FreedomIntelligence/Apollo-0.5B,RAG_500,27.ten,0,case_studies,aortic disorders,None,1,0,5,3,0,0
4103,FreedomIntelligence/Apollo-0.5B,RAG_500,46.8,0,case_studies,venuous disease,None,0,0,5,1,0,1
4104,FreedomIntelligence/Apollo-0.5B,RAG_500,11a,1,apdvs,aortic disorders, lq,1,0,5,1,1,1
4105,FreedomIntelligence/Apollo-0.5B,RAG_500,41.9,0,case_studies,aortic disorders,None,1,0,7,5,0,0
4106,FreedomIntelligence/Apollo-0.5B,RAG_500,16.7,0,case_studies,aortic disorders,None,0,1,5,2,0,0
4107,FreedomIntelligence/Apollo-0.5B,RAG_500,41.2,0,case_studies,aortic disorders,None,1,0,5,2,0,0
4108,FreedomIntelligence/Apollo-0.5B,RAG_500,17.1,0,case_studies,lower extremity arterial disease,None,1,0,5,4,0,0
4109,FreedomIntelligence/Apollo-0.5B,RAG_500,60,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
4110,FreedomIntelligence/Apollo-0.5B,RAG_500,32.4,0,case_studies,aortic disorders,None,0,0,5,1,0,1
4111,FreedomIntelligence/Apollo-0.5B,RAG_500,49,0,racs,other,None,0,0,4,2,0,0
4112,FreedomIntelligence/Apollo-0.5B,RAG_500,26.7,0,case_studies,venuous disease,None,0,0,6,1,0,1
4113,FreedomIntelligence/Apollo-0.5B,RAG_500,35.2,0,case_studies,aortic disorders,None,1,0,5,2,0,0
4114,FreedomIntelligence/Apollo-0.5B,RAG_500,51.1,0,case_studies,venuous disease,None,1,0,5,1,0,1
4115,FreedomIntelligence/Apollo-0.5B,RAG_500,397,1,apdvs,lower extremity arterial disease,None,0,0,5,1,1,1
4116,FreedomIntelligence/Apollo-0.5B,RAG_500,372,1,apdvs,carotid disorders,None,1,0,5,1,1,1
4117,FreedomIntelligence/Apollo-0.5B,RAG_500,16.2,0,case_studies,aortic disorders,None,1,0,4,1,0,1
4118,FreedomIntelligence/Apollo-0.5B,RAG_500,55.2,0,case_studies,venuous disease,None,1,0,6,1,0,1
4119,FreedomIntelligence/Apollo-0.5B,RAG_500,26,0,racs,other,None,0,0,4,3,0,0
4120,FreedomIntelligence/Apollo-0.5B,RAG_500,44.3,0,case_studies,lower extremity arterial disease,None,0,0,3,2,0,0
4121,FreedomIntelligence/Apollo-0.5B,RAG_500,2b,1,apdvs,carotid disorders, sq,0,0,4,1,1,1
4122,FreedomIntelligence/Apollo-0.5B,RAG_500,24,0,racs,venuous disease,None,0,0,4,3,0,0
4123,FreedomIntelligence/Apollo-0.5B,RAG_500,438,0,case_studies,aortic disorders,None,0,0,5,3,0,0
4124,FreedomIntelligence/Apollo-0.5B,RAG_500,44.5,0,case_studies,lower extremity arterial disease,None,0,0,4,4,0,0
4125,FreedomIntelligence/Apollo-0.5B,RAG_500,20.1,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
4126,FreedomIntelligence/Apollo-0.5B,RAG_500,24.3,0,case_studies,lower extremity arterial disease,None,0,0,5,5,0,0
4127,FreedomIntelligence/Apollo-0.5B,RAG_500,79,1,prep,venuous disease,None,1,0,4,1,0,1
4128,FreedomIntelligence/Apollo-0.5B,RAG_500,35.1,0,case_studies,carotid disorders,None,1,0,5,1,0,1
4129,FreedomIntelligence/Apollo-0.5B,RAG_500,17.5,1,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
4130,FreedomIntelligence/Apollo-0.5B,RAG_500,48.9,0,case_studies,venuous disease,None,0,1,4,2,0,0
4131,FreedomIntelligence/Apollo-0.5B,RAG_500,428,1,case_studies,lower extremity arterial disease,None,0,0,2,1,0,1
4132,FreedomIntelligence/Apollo-0.5B,RAG_500,52.3,0,case_studies,venuous disease,None,0,0,5,3,0,0
4133,FreedomIntelligence/Apollo-0.5B,RAG_500,76,0,prep,lower extremity arterial disease,None,1,0,4,1,0,1
4134,FreedomIntelligence/Apollo-0.5B,RAG_500,20.2,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
4135,FreedomIntelligence/Apollo-0.5B,RAG_500,374,1,apdvs,aortic disorders,None,1,0,5,1,1,1
4136,FreedomIntelligence/Apollo-0.5B,RAG_500,31.2,0,case_studies,aortic disorders,None,1,0,5,3,0,0
4137,FreedomIntelligence/Apollo-0.5B,RAG_500,38.9,1,case_studies,other,None,0,1,5,1,0,1
4138,FreedomIntelligence/Apollo-0.5B,RAG_500,53.1,0,case_studies,venuous disease,None,1,0,5,1,0,1
4139,FreedomIntelligence/Apollo-0.5B,RAG_500,434,0,case_studies,aortic disorders,None,0,0,5,2,0,0
4140,FreedomIntelligence/Apollo-0.5B,RAG_500,27,0,racs,carotid disorders,None,0,1,4,4,0,0
4141,FreedomIntelligence/Apollo-0.5B,RAG_500,8b,1,apdvs,venuous disease, sq,1,0,4,1,1,1
4142,FreedomIntelligence/Apollo-0.5B,RAG_500,380,0,apdvs,lower extremity arterial disease,None,0,0,5,1,1,1
4143,FreedomIntelligence/Apollo-0.5B,RAG_500,46.3,1,case_studies,other,None,1,0,5,1,0,1
4144,FreedomIntelligence/Apollo-0.5B,RAG_500,3ba,0,apdvs,lower extremity arterial disease, sq,1,0,5,1,1,1
4145,FreedomIntelligence/Apollo-0.5B,RAG_500,3aa,0,apdvs,lower extremity arterial disease, sq,0,0,4,1,1,1
4146,FreedomIntelligence/Apollo-0.5B,RAG_500,382,1,apdvs,lower extremity arterial disease,None,1,1,4,1,1,1
4147,FreedomIntelligence/Apollo-0.5B,RAG_500,45.5,0,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
4148,FreedomIntelligence/Apollo-0.5B,RAG_500,402,1,apdvs,endovascular surgery,None,0,0,4,1,1,1
4149,FreedomIntelligence/Apollo-0.5B,RAG_500,33.2,0,case_studies,venuous disease,None,0,0,5,2,0,0
4150,FreedomIntelligence/Apollo-0.5B,RAG_500,48.7,0,case_studies,venuous disease,None,0,1,5,3,0,0
4151,FreedomIntelligence/Apollo-0.5B,RAG_500,370,0,apdvs,carotid disorders,None,1,0,5,1,1,1
4152,FreedomIntelligence/Apollo-0.5B,RAG_500,32.6,0,case_studies,aortic disorders,None,0,0,5,1,0,1
4153,FreedomIntelligence/Apollo-0.5B,RAG_500,42.3,0,case_studies,aortic disorders,None,0,0,5,1,0,1
4154,FreedomIntelligence/Apollo-0.5B,RAG_500,407,0,case_studies,aortic disorders,None,0,0,4,1,0,1
4155,FreedomIntelligence/Apollo-0.5B,RAG_500,369,1,apdvs,carotid disorders,None,1,0,5,1,1,1
4156,FreedomIntelligence/Apollo-0.5B,RAG_500,56,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
4157,FreedomIntelligence/Apollo-0.5B,RAG_500,41.4,0,case_studies,aortic disorders,None,0,0,4,1,0,1
4158,FreedomIntelligence/Apollo-0.5B,RAG_500,27.11,0,case_studies,lower extremity arterial disease,None,1,0,4,4,0,0
4159,FreedomIntelligence/Apollo-0.5B,RAG_500,49.1,0,case_studies,venuous disease,None,1,0,4,4,0,0
4160,FreedomIntelligence/Apollo-0.5B,RAG_500,27.5,0,case_studies,lower extremity arterial disease,None,1,0,4,2,0,0
4161,FreedomIntelligence/Apollo-0.5B,RAG_500,53,0,racs,other,None,0,1,4,4,0,0
4162,FreedomIntelligence/Apollo-0.5B,RAG_500,34.4,0,case_studies,carotid disorders,None,1,1,4,1,0,1
4163,FreedomIntelligence/Apollo-0.5B,RAG_500,378,1,apdvs,aortic disorders,None,0,1,5,1,1,1
4164,FreedomIntelligence/Apollo-0.5B,RAG_500,49.5,0,case_studies,venuous disease,None,1,0,3,1,0,1
4165,FreedomIntelligence/Apollo-0.5B,RAG_500,42.5,0,case_studies,aortic disorders,None,1,0,5,1,0,1
4166,FreedomIntelligence/Apollo-0.5B,RAG_500,64,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
4167,FreedomIntelligence/Apollo-0.5B,RAG_500,27.3,0,case_studies,lower extremity arterial disease,None,0,0,4,3,0,0
4168,FreedomIntelligence/Apollo-0.5B,RAG_500,54.3,0,case_studies,venuous disease,None,1,0,5,1,0,1
4169,FreedomIntelligence/Apollo-0.5B,RAG_500,26.5,0,case_studies,lower extremity arterial disease,None,0,0,5,2,0,0
4170,FreedomIntelligence/Apollo-0.5B,RAG_500,16.9,0,case_studies,aortic disorders,None,0,0,5,1,0,1
4171,FreedomIntelligence/Apollo-0.5B,RAG_500,51.3,0,case_studies,venuous disease,None,0,0,5,1,0,1
4172,FreedomIntelligence/Apollo-0.5B,RAG_500,53.5,0,case_studies,venuous disease,None,1,1,4,1,0,1
4173,FreedomIntelligence/Apollo-0.5B,RAG_500,20.8,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
4174,FreedomIntelligence/Apollo-0.5B,RAG_500,32.2,0,case_studies,aortic disorders,None,0,0,5,1,0,1
4175,FreedomIntelligence/Apollo-0.5B,RAG_500,56.9,0,case_studies,venuous disease,None,1,0,5,1,0,1
4176,FreedomIntelligence/Apollo-0.5B,RAG_500,14.6,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
